id,slug,name,description,price,category_id,image_url,sizes,colors,stock,is_featured,rating,created_at
p134,oversized-tweed-romper-134,Oversized Tweed Romper,"Oversized tweed romper crafted with premium materials, designed for everyday luxury.",691.08,c5,/images/oversized-tweed-romper-134.jpg,"[""XS"", ""S"", ""M"", ""L"", ""XL"", ""XXL""]","[""Ivory"", ""Camel""]",121,False,4.9,2025-06-26T00:00:00
p135,refined-cashmere-slippers-135,Refined Cashmere Slippers,"Refined cashmere slippers crafted with premium materials, designed for everyday luxury.",726.64,c4,/images/refined-cashmere-slippers-135.jpg,"[""35"", ""36"", ""37"", ""38"", ""39"", ""40"", ""41"", ""42"", ""43""]","[""Grey"", ""Cream"", ""Blush"", ""Ivory""]",0,True,3.5,2025-03-10T00:00:00
p136,essential-linen-belt-136,Essential Linen Belt,"Essential linen belt crafted with premium materials, designed for everyday luxury.",506.58,c3,/images/essential-linen-belt-136.jpg,"[""One Size""]","[""Navy"", ""Burgundy""]",167,True,4.5,2025-07-25T00:00:00
p137,slim-denim-skirt-137,Slim Denim Skirt,"Slim denim skirt crafted with premium materials, designed for everyday luxury.",428.45,c5,/images/slim-denim-skirt-137.jpg,"[""XS"", ""S"", ""M"", ""L"", ""XL"", ""XXL""]","[""Ivory"", ""Cream"", ""Sage"", ""Beige""]",66,True,4.6,2025-08-13T00:00:00
p138,classic-jersey-mascara-138,Classic Jersey Mascara,"Classic jersey mascara crafted with premium materials, designed for everyday luxury.",283.96,c6,/images/classic-jersey-mascara-138.jpg,"[""One Size""]","[""Sage"", ""Grey"", ""Burgundy""]",106,False,4.4,2025-01-29T00:00:00
p139,sculpted-mohair-jacket-139,Sculpted Mohair Jacket,"Sculpted mohair jacket crafted with premium materials, designed for everyday luxury.",329.17,c2,/images/sculpted-mohair-jacket-139.jpg,"[""XS"", ""S"", ""M"", ""L"", ""XL"", ""XXL""]","[""Grey"", ""Black"", ""Camel"", ""Sage""]",26,False,4.1,2025-03-09T00:00:00
p140,oversized-tweed-tee-140,Oversized Tweed Tee,"Oversized tweed tee crafted with premium materials, designed for everyday luxury.",719.23,c2,/images/oversized-tweed-tee-140.jpg,"[""XS"", ""S"", ""M"", ""L"", ""XL"", ""XXL""]","[""Burgundy"", ""Blush"", ""Grey"", ""Charcoal""]",18,False,3.9,2025-04-09T00:00:00
p141,luxe-suede-watch-141,Luxe Suede Watch,"Luxe suede watch crafted with premium materials, designed for everyday luxury.",471.7,c3,/images/luxe-suede-watch-141.jpg,"[""One Size""]","[""Ivory"", ""Blush""]",49,False,3.8,2025-06-03T00:00:00
p142,minimal-linen-gloves-142,Minimal Linen Gloves,"Minimal linen gloves crafted with premium materials, designed for everyday luxury.",410.53,c3,/images/minimal-linen-gloves-142.jpg,"[""One Size""]","[""Beige"", ""Navy"", ""Blush""]",100,True,4.1,2025-04-30T00:00:00
p143,refined-velvet-wallet-143,Refined Velvet Wallet,"Refined velvet wallet crafted with premium materials, designed for everyday luxury.",642.09,c3,/images/refined-velvet-wallet-143.jpg,"[""One Size""]","[""Camel"", ""Sage"", ""Blush""]",5,True,4.4,2025-06-23T00:00:00
p144,modern-satin-lipstick-144,Modern Satin Lipstick,"Modern satin lipstick crafted with premium materials, designed for everyday luxury.",158.8,c6,/images/modern-satin-lipstick-144.jpg,"[""One Size""]","[""Brown"", ""Navy"", ""Grey"", ""Camel""]",77,False,3.8,2025-06-19T00:00:00
